0,1,2,3,4,5
tt0213595,drama,"Tout va bien, on s'en va",movie,2001,6
tt0213890,drama,Mohabbatein,movie,2000,10
tt0213733,drama,Jadviga párnája,movie,2000,3
tt0212215,drama,Her i nærheden,movie,2000,1
tt0211492,drama,The Luzhin Defence,movie,2000,12
tt0212667,drama,An Intimate Friendship,movie,desconocido,desconocido
tt0211941,drama,Beat,movie,2004,5
tt0212059,drama,The Clean and Narrow,movie,2000,1
tt0079644,drama,November 1828,movie,1979,
tt0113545,drama,The Killing Seasons,short,2001,
tt0118578,drama,Albela,movie,2001,4
tt0119004,drama,Don's Plum,movie,2003,6
tt0118589,drama,Glitter,movie,2001,9
tt0120624,drama,Camarate,movie,2001,5
tt0120605,drama,"Berlin Diaries, 1940-45",movie,desconocido,desconocido
tt0120807,drama,Ricochet River,movie,2001,10
tt0120713,drama,Interstícios,short,2001,
tt0120737,drama,The Lord of the Rings: The Fellowship of the Ring,movie,2001,12
tt0120824,drama,The Shipping News,movie,2002,2
tt0132245,drama,Driven,movie,2001,8
tt0138856,drama,Tales from the Tower,movie,2001,3
tt0139654,drama,Training Day,movie,2002,1
tt0145467,drama,Silent Partner,movie,2001,8
tt0151685,drama,My Father's Love,movie,2010,10
tt0152083,drama,L'amore probabilmente,movie,2001,8
tt0157583,drama,Enigma,movie,2002,1
tt0157007,drama,After Image,movie,2003,5
tt0159378,drama,The Demo Crew,movie,2001,6
tt0159273,drama,Behind Enemy Lines,movie,2002,1
tt0160275,drama,Final Solution,movie,2001,11
tt0160399,drama,Impostor,movie,2002,4
tt0160816,drama,The Scar,movie,2001,2
tt0160480,drama,Long Lost Love,movie,2001,2
tt0162346,drama,Ghost World,movie,2002,2
tt0162028,drama,Un jour,short,2001,10
tt0161860,drama,Africa I Love You,movie,2003,4
tt0163764,drama,Net Worth,movie,2000,
tt0163596,drama,Dark Water,movie,2001,8
tt0164334,drama,Along Came a Spider,movie,2001,5
tt0165713,drama,The Distinct Smell of Red,movie,2001,10
tt0166186,drama,Still Life,movie,2001,6
tt0166158,drama,Daddy and Them,movie,2002,6
tt0166709,drama,Memórias Póstumas de Brás Cubas,movie,2001,8
tt0167360,drama,Race to Space,movie,2002,3
tt0169102,drama,Lagaan: Once Upon a Time in India,movie,2003,2
tt0166924,drama,Mulholland Drive,movie,2002,2
tt0170517,drama,Aleksis Kiven elämä,movie,2002,1
tt0170260,drama,Morgan's Ferry,movie,2001,11
tt0173498,drama,Zigs,movie,2001,8
tt0178642,drama,The Invisible Circus,movie,2001,2
tt0179626,drama,15 Minutes,movie,2001,5
tt0179844,drama,"Hemingway, the Hunter of Death",movie,2001,1
tt0180734,drama,Hard Ball,movie,2001,9
tt0179435,drama,The Proposal,movie,2002,4
tt0179344,drama,The Midnight Hour,movie,2001,10
tt0180894,drama,Odmazda,movie,2001,6
tt0182014,drama,Copy Shop,short,2001,1
tt0181796,drama,Rubbernecking,movie,2001,4
tt0181912,drama,Éloge de l'amour,movie,2002,5
tt0182000,drama,The Caveman's Valentine,movie,2001,9
tt0184384,drama,A Day in Black and White,movie,2001,8
tt0184791,drama,O,movie,2001,8
tt0186202,drama,Ring of Fire,movie,2001,7
tt0187862,drama,The Gift of the Magi,short,2001,
tt0186895,drama,Les Boys III,movie,2001,11
tt0188024,drama,Last Days,movie,2001,
tt0188378,drama,...Or Forever Hold Your Peace,movie,2001,4
tt0189541,drama,Gabriela,movie,2001,5
tt0191177,drama,Dischord,movie,2001,8
tt0192237,drama,Leo und Claire,movie,2002,4
tt0192023,drama,Finder's Fee,movie,2001,6
tt0193365,drama,Orphan,movie,2001,3
tt0193560,drama,Texas Rangers,movie,2001,11
tt0196068,drama,Sam the Man,movie,2001,2
tt0194704,drama,Birds of Passage,movie,2001,5
tt0195654,drama,La donna antilope,movie,desconocido,desconocido
tt0196320,drama,Aizea: City of the Wind,short,2001,8
tt0196069,drama,Samsara,movie,2002,10
tt0197862,drama,See Jane Run,movie,2002,1
tt0200483,drama,Between the Moon and Montevideo,movie,2001,5
tt0199481,drama,Vercingétorix,movie,2001,1
tt0200027,drama,Riding in Cars with Boys,movie,2001,10
tt0200191,drama,Så vit som en snö,movie,2001,2
tt0200422,drama,All Forgotten,movie,2001,9
tt0202470,drama,Rock Star,movie,2001,11
tt0201020,drama,The Rising Place,movie,2001,2
tt0201485,drama,The Body,movie,2001,12
tt0201694,drama,Longshot,movie,2001,10
tt0201479,drama,Beyond the City Limits,movie,2002,5
tt0203975,drama,Tart,movie,2001,6
tt0203078,drama,Rocky Road,movie,2001,2
tt0203009,drama,Moulin Rouge!,movie,2001,9
tt0203289,drama,American Desi,movie,2002,9
tt0202294,drama,Childhood,movie,2001,8
tt0204619,drama,Secret Needs,movie,2001,4
tt0204700,drama,Trouble Every Day,movie,2001,7
tt0205738,drama,AmnesiA,movie,2001,5
tt0206275,drama,Save the Last Dance,movie,2001,4
tt0207198,drama,"Was tun, wenn's brennt?",movie,2002,1
tt0206963,drama,My First Mister,movie,2001,10
tt0207051,drama,Die Reise nach Kafiristan,movie,2002,11
tt0206211,drama,A Pocket Full of Dreams,movie,2001,9
tt0208167,drama,4 Faces,movie,2001,3
tt0206367,drama,The Trumpet of the Swan,movie,2001,6
tt0206113,drama,Madison,movie,2005,9
tt0207585,drama,Lloyd,movie,2001,5
tt0207988,drama,The Sleepy Time Gal,movie,2001,1
tt0208899,drama,Diary of a City Priest,movie,2001,1
tt0209020,drama,Dying on the Edge,movie,desconocido,desconocido
tt0208990,drama,La stanza del figlio,movie,2001,8
tt0209941,drama,El bien esquivo,movie,2001,7
tt0210939,drama,Reaching Normal,movie,2001,6
tt0210930,drama,Quem És Tu?,movie,2001,11
tt0210362,drama,Tomorrow by Midnight,movie,2001,8
tt0209253,drama,The Private Public,movie,2001,1
tt0211279,drama,Runners,movie,2001,7
tt0211318,drama,Il conte di Melissa,movie,2001,3
tt0212827,drama,Bride of the Wind,movie,2002,1
tt0211465,drama,Knockaround Guys,movie,2002,10
tt0212910,drama,Delivering Milo,movie,2001,1
tt0212298,drama,Last Ball,movie,2001,4
tt0213205,drama,Rustin,movie,2001,6
tt0212271,drama,Lip Service,movie,2001,7
tt0212495,drama,La segunda noche,movie,2001,9
tt0212720,drama,A.I. Artificial Intelligence,movie,2001,10
tt0212380,drama,Blow Dry,movie,2001,3
tt0212985,drama,Hannibal,movie,2001,2
tt0213149,drama,Pearl Harbor,movie,2001,6
tt0214106,drama,Sensual Friends,movie,2001,2
tt0214503,drama,Automatic,movie,desconocido,desconocido
tt0214265,drama,Vajont - La diga del disonore,movie,2001,10
tt0212725,drama,L'accertamento,movie,2001,6
tt0214520,drama,Le bal des pantins,movie,2001,5
tt0215516,drama,Nobody's Baby,movie,2001,4
tt0214619,drama,Dead Dog,movie,2001,10
tt0215139,drama,Russian Doll,movie,2001,6
tt0215519,drama,Annas Sommer,movie,2002,1
tt0215750,drama,Enemy at the Gates,movie,2001,3
tt0216196,drama,Semana Santa,movie,2002,4
tt0216994,drama,Random Acts,movie,desconocido,desconocido
tt0217085,drama,Te quiero,movie,2001,2
tt0217824,drama,Goodbye Charlie Bright,movie,2001,5
tt0217979,drama,Ablaze,movie,2004,4
tt0217100,drama,Toutes les nuits,movie,2001,3
tt0217978,drama,'R Xmas,movie,2002,12
tt0219327,drama,Strictly Sinatra,movie,2001,11
tt0218411,drama,The Long Run,movie,2001,5
tt0219822,drama,Human Nature,movie,2002,5
tt0218000,drama,Another Life,movie,2001,6
tt0217664,drama,Morning,movie,2001,4
tt0218323,drama,Hard Luck,movie,2001,6
tt0216982,drama,Prison Song,movie,2001,4
tt0218817,drama,Antitrust,movie,2001,1
tt0218107,drama,Circuit,movie,2002,5
tt0220005,drama,Reunion,movie,2001,2
tt0219369,drama,Un ange,movie,2001,6
tt0218516,drama,Planet Alex,movie,2001,1
tt0218922,drama,Original Sin,movie,2001,11
tt0219965,drama,Bandits,movie,2001,12
tt0219687,drama,Flossin,movie,2001,9
tt0220122,drama,Two Degrees,movie,desconocido,desconocido
tt0219957,drama,On the Borderline,movie,2001,10
tt0220034,drama,Seven and a Match,movie,2003,4
